complaint_id,description,latitude,longitude,location_label,category,priority,priority_score,status,department,affected_count,duration_days,synthetic
SYN-CHN-009936,Water supply disruption reported by residents.,12.959434,80.213739,Medavakkam Main Road,Water Supply,HIGH,71,IN_PROGRESS,Water Supply Department,5,1,True
SYN-CHN-008531,Damaged road surface reported along a frequently used road.,13.142026,80.278948,North Chennai Corridor,Road Damage,MEDIUM,47,PENDING,Roads & Highways Department,3,8,True
SYN-CHN-004757,Damaged or deteriorated public infrastructure reported.,13.052341,80.244036,Anna Salai,Public Infrastructure,LOW,39,RESOLVED,Municipal Engineering Department,22,11,True
SYN-CHN-009713,Damaged or deteriorated public infrastructure reported.,12.921733,80.186676,Medavakkam Main Road,Public Infrastructure,MEDIUM,58,RESOLVED,Municipal Engineering Department,13,3,True
SYN-CHN-006267,Damaged or deteriorated public infrastructure reported.,13.029634,80.196844,100 Feet Road,Public Infrastructure,LOW,32,ASSIGNED,Municipal Engineering Department,18,4,True
SYN-CHN-000521,Waterlogging or flooding reported after heavy rainfall.,12.995121,80.24985,OMR,Flooding,HIGH,70,IN_PROGRESS,Storm Water Drainage Department,22,3,True
SYN-CHN-009949,Pothole reported on the roadway.,12.964268,80.213435,Medavakkam Main Road,Pothole,MEDIUM,52,PENDING,Roads & Highways Department,31,11,True
SYN-CHN-006513,Pothole reported on the roadway.,13.081761,80.20861,Jawaharlal Nehru Road,Pothole,LOW,31,RESOLVED,Roads & Highways Department,4,4,True
SYN-CHN-008957,Waterlogging or flooding reported after heavy rainfall.,12.978234,80.277982,East Coast Corridor,Flooding,CRITICAL,82,ASSIGNED,Storm Water Drainage Department,11,14,True
SYN-CHN-008441,Streetlight reported as non-functional near a public road segment.,13.08567,80.267206,North Chennai Corridor,Streetlight,LOW,32,ASSIGNED,Electrical / Street Lighting Department,10,7,True
SYN-CHN-001093,Traffic signal or traffic-control infrastructure issue reported.,12.861176,80.253675,ECR,Traffic Signal,HIGH,69,RESOLVED,Traffic Police / Traffic Engineering Department,4,8,True
SYN-CHN-009310,Streetlight reported as non-functional near a public road segment.,12.972627,80.209218,Velachery Main Road,Streetlight,MEDIUM,56,RESOLVED,Electrical / Street Lighting Department,5,11,True
SYN-CHN-008092,Garbage accumulation reported in a public area.,13.10542,80.279608,North Chennai Corridor,Garbage,LOW,33,RESOLVED,Solid Waste Management Department,7,6,True
SYN-CHN-004914,Garbage accumulation reported in a public area.,12.974563,80.193766,Inner Ring Road,Garbage,LOW,33,PENDING,Solid Waste Management Department,8,11,True
SYN-CHN-007927,Streetlight reported as non-functional near a public road segment.,13.119667,80.228153,Madhavaram High Road,Streetlight,MEDIUM,41,RESOLVED,Electrical / Street Lighting Department,7,2,True
SYN-CHN-003772,Damaged road surface reported along a frequently used road.,13.070256,80.175949,Poonamallee High Road,Road Damage,CRITICAL,83,IN_PROGRESS,Roads & Highways Department,10,13,True
SYN-CHN-005759,Pothole reported on the roadway.,13.071979,80.22052,100 Feet Road,Pothole,LOW,38,PENDING,Roads & Highways Department,15,5,True
SYN-CHN-001110,Waterlogging or flooding reported after heavy rainfall.,12.85222,80.258644,ECR,Flooding,HIGH,69,RESOLVED,Storm Water Drainage Department,15,8,True
SYN-CHN-004656,Damaged road surface reported along a frequently used road.,13.011724,80.214085,Anna Salai,Road Damage,LOW,16,RESOLVED,Roads & Highways Department,15,5,True
SYN-CHN-009480,Streetlight reported as non-functional near a public road segment.,12.975122,80.215778,Velachery Main Road,Streetlight,HIGH,70,PENDING,Electrical / Street Lighting Department,3,4,True
SYN-CHN-001039,Drainage obstruction or drainage-related civic issue reported.,12.888732,80.262432,ECR,Drainage,LOW,10,PENDING,Storm Water Drainage Department,6,8,True
SYN-CHN-010334,Drainage obstruction or drainage-related civic issue reported.,12.937548,80.179402,Tambaram Radial Road,Drainage,LOW,38,PENDING,Storm Water Drainage Department,5,1,True
SYN-CHN-000021,Damaged road surface reported along a frequently used road.,12.969451,80.246006,OMR,Road Damage,HIGH,60,IN_PROGRESS,Roads & Highways Department,5,14,True
SYN-CHN-011858,Garbage accumulation reported in a public area.,13.064684,80.298334,Chennai synthetic background,Garbage,LOW,34,PENDING,Solid Waste Management Department,7,12,True
SYN-CHN-006024,Water supply disruption reported by residents.,13.030474,80.197216,100 Feet Road,Water Supply,HIGH,64,RESOLVED,Water Supply Department,8,7,True
SYN-CHN-011978,Garbage accumulation reported in a public area.,13.061103,80.336918,Chennai synthetic background,Garbage,LOW,32,PENDING,Solid Waste Management Department,4,6,True
SYN-CHN-000935,Potential electrical infrastructure hazard reported.,12.862036,80.261422,ECR,Electrical Hazard,MEDIUM,53,PENDING,Electrical / Street Lighting Department,4,10,True
SYN-CHN-005951,Garbage accumulation reported in a public area.,13.054155,80.205408,100 Feet Road,Garbage,LOW,31,ASSIGNED,Solid Waste Management Department,15,1,True
SYN-CHN-012880,Drainage obstruction or drainage-related civic issue reported.,12.989798,80.148686,Chennai synthetic background,Drainage,MEDIUM,44,IN_PROGRESS,Storm Water Drainage Department,4,3,True
SYN-CHN-013461,Damaged road surface reported along a frequently used road.,13.107345,80.289849,Chennai synthetic background,Road Damage,LOW,37,IN_PROGRESS,Roads & Highways Department,7,11,True
SYN-CHN-001727,Streetlight reported as non-functional near a public road segment.,13.038677,80.198224,GST Road,Streetlight,MEDIUM,47,RESOLVED,Electrical / Street Lighting Department,32,8,True
SYN-CHN-004491,Drainage obstruction or drainage-related civic issue reported.,13.067145,80.266217,Anna Salai,Drainage,LOW,34,RESOLVED,Storm Water Drainage Department,3,8,True
SYN-CHN-009782,Drainage obstruction or drainage-related civic issue reported.,12.914953,80.182551,Medavakkam Main Road,Drainage,MEDIUM,44,RESOLVED,Storm Water Drainage Department,13,11,True
SYN-CHN-012842,Damaged road surface reported along a frequently used road.,12.873865,80.149039,Chennai synthetic background,Road Damage,HIGH,70,PENDING,Roads & Highways Department,35,14,True
SYN-CHN-001738,Drainage obstruction or drainage-related civic issue reported.,13.003146,80.189728,GST Road,Drainage,HIGH,61,RESOLVED,Storm Water Drainage Department,6,5,True
SYN-CHN-005848,Potential electrical infrastructure hazard reported.,13.037841,80.204423,100 Feet Road,Electrical Hazard,HIGH,70,PENDING,Electrical / Street Lighting Department,2,7,True
SYN-CHN-000562,Pothole reported on the roadway.,12.885948,80.237672,OMR,Pothole,HIGH,67,PENDING,Roads & Highways Department,10,14,True
SYN-CHN-006490,Streetlight reported as non-functional near a public road segment.,13.08006,80.212943,Jawaharlal Nehru Road,Streetlight,MEDIUM,51,PENDING,Electrical / Street Lighting Department,4,9,True
SYN-CHN-013145,Damaged road surface reported along a frequently used road.,13.054495,80.256251,Chennai synthetic background,Road Damage,LOW,15,PENDING,Roads & Highways Department,12,0,True
SYN-CHN-011291,Damaged or deteriorated public infrastructure reported.,13.109764,80.174318,Ambattur Industrial Corridor,Public Infrastructure,MEDIUM,43,PENDING,Municipal Engineering Department,4,11,True
SYN-CHN-001163,Water supply disruption reported by residents.,12.958521,80.27037,ECR,Water Supply,MEDIUM,48,RESOLVED,Water Supply Department,36,8,True
SYN-CHN-011561,Drainage obstruction or drainage-related civic issue reported.,13.163407,80.200556,Red Hills Road,Drainage,HIGH,67,PENDING,Storm Water Drainage Department,2,2,True
SYN-CHN-013267,Waterlogging or flooding reported after heavy rainfall.,13.192312,80.183151,Chennai synthetic background,Flooding,HIGH,72,ASSIGNED,Storm Water Drainage Department,15,5,True
SYN-CHN-006370,Pothole reported on the roadway.,13.073568,80.217598,100 Feet Road,Pothole,LOW,38,RESOLVED,Roads & Highways Department,26,3,True
SYN-CHN-001528,Traffic signal or traffic-control infrastructure issue reported.,12.922617,80.264762,ECR,Traffic Signal,CRITICAL,81,IN_PROGRESS,Traffic Police / Traffic Engineering Department,6,13,True
SYN-CHN-007029,Garbage accumulation reported in a public area.,13.066941,80.204865,Jawaharlal Nehru Road,Garbage,LOW,26,ASSIGNED,Solid Waste Management Department,11,10,True
SYN-CHN-007146,Damaged road surface reported along a frequently used road.,13.117545,80.232194,Perambur High Road,Road Damage,MEDIUM,44,RESOLVED,Roads & Highways Department,6,9,True
SYN-CHN-002931,Damaged road surface reported along a frequently used road.,12.989447,80.126128,Mount Poonamallee Road,Road Damage,LOW,18,PENDING,Roads & Highways Department,6,10,True
SYN-CHN-000059,Drainage obstruction or drainage-related civic issue reported.,12.864688,80.235205,OMR,Drainage,LOW,23,IN_PROGRESS,Storm Water Drainage Department,7,1,True
SYN-CHN-012002,Damaged or deteriorated public infrastructure reported.,12.831669,80.185923,Chennai synthetic background,Public Infrastructure,LOW,38,PENDING,Municipal Engineering Department,13,9,True
SYN-CHN-007497,Water supply disruption reported by residents.,13.103456,80.227398,Perambur High Road,Water Supply,HIGH,73,RESOLVED,Water Supply Department,15,11,True
SYN-CHN-012151,Traffic signal or traffic-control infrastructure issue reported.,12.987066,80.304807,Chennai synthetic background,Traffic Signal,MEDIUM,43,PENDING,Traffic Police / Traffic Engineering Department,8,7,True
SYN-CHN-004484,Drainage obstruction or drainage-related civic issue reported.,13.068574,80.271108,Anna Salai,Drainage,HIGH,62,ASSIGNED,Storm Water Drainage Department,2,9,True
SYN-CHN-002292,Damaged road surface reported along a frequently used road.,12.996322,80.188585,GST Road,Road Damage,HIGH,73,RESOLVED,Roads & Highways Department,39,10,True
SYN-CHN-006299,Damaged or deteriorated public infrastructure reported.,13.041143,80.198054,100 Feet Road,Public Infrastructure,MEDIUM,49,ASSIGNED,Municipal Engineering Department,13,6,True
SYN-CHN-012224,Damaged road surface reported along a frequently used road.,12.966845,80.330017,Chennai synthetic background,Road Damage,MEDIUM,54,PENDING,Roads & Highways Department,31,9,True
SYN-CHN-009441,Garbage accumulation reported in a public area.,12.995222,80.227925,Velachery Main Road,Garbage,LOW,28,PENDING,Solid Waste Management Department,6,3,True
SYN-CHN-013125,Potential electrical infrastructure hazard reported.,12.917811,80.286821,Chennai synthetic background,Electrical Hazard,MEDIUM,51,PENDING,Electrical / Street Lighting Department,27,8,True
SYN-CHN-010983,Damaged road surface reported along a frequently used road.,13.117857,80.187275,Ambattur Industrial Corridor,Road Damage,LOW,24,PENDING,Roads & Highways Department,2,1,True
SYN-CHN-001650,Drainage obstruction or drainage-related civic issue reported.,13.010537,80.189685,GST Road,Drainage,MEDIUM,48,PENDING,Storm Water Drainage Department,4,12,True
SYN-CHN-014064,Damaged road surface reported along a frequently used road.,13.113095,80.253514,Chennai synthetic background,Road Damage,LOW,21,RESOLVED,Roads & Highways Department,5,0,True
SYN-CHN-005565,Water supply disruption reported by residents.,13.035719,80.216374,Inner Ring Road,Water Supply,HIGH,60,PENDING,Water Supply Department,23,13,True
SYN-CHN-002725,Potential electrical infrastructure hazard reported.,12.995725,80.138541,Mount Poonamallee Road,Electrical Hazard,CRITICAL,79,RESOLVED,Electrical / Street Lighting Department,5,13,True
SYN-CHN-010075,Damaged road surface reported along a frequently used road.,12.922006,80.186417,Medavakkam Main Road,Road Damage,MEDIUM,58,ASSIGNED,Roads & Highways Department,7,4,True
SYN-CHN-007840,Potential electrical infrastructure hazard reported.,13.136882,80.238955,Madhavaram High Road,Electrical Hazard,CRITICAL,88,IN_PROGRESS,Electrical / Street Lighting Department,1,0,True
SYN-CHN-014145,Waterlogging or flooding reported after heavy rainfall.,12.958872,80.341732,Chennai synthetic background,Flooding,HIGH,74,RESOLVED,Storm Water Drainage Department,11,5,True
SYN-CHN-014028,Water supply disruption reported by residents.,12.880639,80.294665,Chennai synthetic background,Water Supply,MEDIUM,52,RESOLVED,Water Supply Department,2,8,True
SYN-CHN-013540,Drainage obstruction or drainage-related civic issue reported.,13.005159,80.257854,Chennai synthetic background,Drainage,LOW,26,IN_PROGRESS,Storm Water Drainage Department,19,8,True
SYN-CHN-007579,Streetlight reported as non-functional near a public road segment.,13.122968,80.234501,Madhavaram High Road,Streetlight,MEDIUM,47,PENDING,Electrical / Street Lighting Department,9,5,True
SYN-CHN-006581,Pothole reported on the roadway.,13.049315,80.186007,Jawaharlal Nehru Road,Pothole,MEDIUM,55,RESOLVED,Roads & Highways Department,10,2,True
SYN-CHN-005932,Damaged or deteriorated public infrastructure reported.,13.025473,80.196012,100 Feet Road,Public Infrastructure,HIGH,61,PENDING,Municipal Engineering Department,15,6,True
SYN-CHN-000999,Traffic signal or traffic-control infrastructure issue reported.,12.983868,80.27331,ECR,Traffic Signal,CRITICAL,75,PENDING,Traffic Police / Traffic Engineering Department,9,14,True
SYN-CHN-008344,Damaged road surface reported along a frequently used road.,13.128339,80.277249,North Chennai Corridor,Road Damage,MEDIUM,47,RESOLVED,Roads & Highways Department,7,4,True
SYN-CHN-004529,Damaged road surface reported along a frequently used road.,13.041606,80.238547,Anna Salai,Road Damage,MEDIUM,45,PENDING,Roads & Highways Department,25,0,True
SYN-CHN-003871,Waterlogging or flooding reported after heavy rainfall.,13.00808,80.210974,Anna Salai,Flooding,HIGH,68,ASSIGNED,Storm Water Drainage Department,4,0,True
SYN-CHN-006265,Pothole reported on the roadway.,13.046113,80.199304,100 Feet Road,Pothole,LOW,39,IN_PROGRESS,Roads & Highways Department,5,4,True
SYN-CHN-005355,Damaged road surface reported along a frequently used road.,13.096028,80.24031,Inner Ring Road,Road Damage,HIGH,62,PENDING,Roads & Highways Department,7,10,True
SYN-CHN-013550,Potential electrical infrastructure hazard reported.,13.075971,80.246327,Chennai synthetic background,Electrical Hazard,HIGH,64,RESOLVED,Electrical / Street Lighting Department,2,3,True
SYN-CHN-002908,Pothole reported on the roadway.,12.991491,80.122554,Mount Poonamallee Road,Pothole,LOW,27,RESOLVED,Roads & Highways Department,5,8,True
SYN-CHN-010619,Damaged road surface reported along a frequently used road.,12.948154,80.185019,Tambaram Radial Road,Road Damage,MEDIUM,52,IN_PROGRESS,Roads & Highways Department,5,1,True
SYN-CHN-009295,Damaged road surface reported along a frequently used road.,12.988514,80.233909,Velachery Main Road,Road Damage,MEDIUM,54,RESOLVED,Roads & Highways Department,5,10,True
SYN-CHN-003539,Streetlight reported as non-functional near a public road segment.,13.068749,80.17042,Poonamallee High Road,Streetlight,MEDIUM,55,IN_PROGRESS,Electrical / Street Lighting Department,3,10,True
SYN-CHN-013460,Pothole reported on the roadway.,12.988383,80.240889,Chennai synthetic background,Pothole,MEDIUM,46,RESOLVED,Roads & Highways Department,4,7,True
SYN-CHN-000916,Streetlight reported as non-functional near a public road segment.,12.957814,80.264417,ECR,Streetlight,MEDIUM,52,ASSIGNED,Electrical / Street Lighting Department,11,8,True
SYN-CHN-004416,Streetlight reported as non-functional near a public road segment.,13.079542,80.276424,Anna Salai,Streetlight,MEDIUM,59,IN_PROGRESS,Electrical / Street Lighting Department,5,12,True
SYN-CHN-009774,Damaged road surface reported along a frequently used road.,12.962264,80.210093,Medavakkam Main Road,Road Damage,HIGH,64,IN_PROGRESS,Roads & Highways Department,6,11,True
SYN-CHN-009626,Damaged or deteriorated public infrastructure reported.,12.977269,80.214386,Velachery Main Road,Public Infrastructure,LOW,32,IN_PROGRESS,Municipal Engineering Department,3,8,True
SYN-CHN-001818,Drainage obstruction or drainage-related civic issue reported.,12.919855,80.1715,GST Road,Drainage,MEDIUM,41,ASSIGNED,Storm Water Drainage Department,9,10,True
SYN-CHN-013915,Traffic signal or traffic-control infrastructure issue reported.,12.883011,80.264887,Chennai synthetic background,Traffic Signal,MEDIUM,55,RESOLVED,Traffic Police / Traffic Engineering Department,1,6,True
SYN-CHN-003950,Streetlight reported as non-functional near a public road segment.,13.003185,80.206199,Anna Salai,Streetlight,MEDIUM,54,RESOLVED,Electrical / Street Lighting Department,6,10,True
SYN-CHN-000338,Damaged road surface reported along a frequently used road.,12.968741,80.243081,OMR,Road Damage,MEDIUM,44,RESOLVED,Roads & Highways Department,11,14,True
SYN-CHN-002073,Pothole reported on the roadway.,12.97947,80.192042,GST Road,Pothole,MEDIUM,51,PENDING,Roads & Highways Department,6,9,True
SYN-CHN-012344,Streetlight reported as non-functional near a public road segment.,13.032277,80.082151,Chennai synthetic background,Streetlight,MEDIUM,44,PENDING,Electrical / Street Lighting Department,6,0,True
SYN-CHN-011200,Damaged road surface reported along a frequently used road.,13.102058,80.160341,Ambattur Industrial Corridor,Road Damage,LOW,38,ASSIGNED,Roads & Highways Department,13,8,True
SYN-CHN-007913,Pothole reported on the roadway.,13.122031,80.235873,Madhavaram High Road,Pothole,MEDIUM,46,PENDING,Roads & Highways Department,3,8,True
SYN-CHN-007461,Potential electrical infrastructure hazard reported.,13.109573,80.234596,Perambur High Road,Electrical Hazard,MEDIUM,52,PENDING,Electrical / Street Lighting Department,3,6,True
SYN-CHN-003514,Pothole reported on the roadway.,13.078104,80.208183,Poonamallee High Road,Pothole,HIGH,71,RESOLVED,Roads & Highways Department,13,3,True
SYN-CHN-002816,Damaged or deteriorated public infrastructure reported.,13.028305,80.178236,Mount Poonamallee Road,Public Infrastructure,MEDIUM,43,PENDING,Municipal Engineering Department,10,2,True
SYN-CHN-006868,Damaged or deteriorated public infrastructure reported.,13.041597,80.176851,Jawaharlal Nehru Road,Public Infrastructure,MEDIUM,59,PENDING,Municipal Engineering Department,4,3,True
SYN-CHN-007551,Streetlight reported as non-functional near a public road segment.,13.125057,80.238815,Madhavaram High Road,Streetlight,MEDIUM,59,PENDING,Electrical / Street Lighting Department,2,12,True
SYN-CHN-009627,Damaged or deteriorated public infrastructure reported.,12.977566,80.219124,Velachery Main Road,Public Infrastructure,MEDIUM,48,PENDING,Municipal Engineering Department,6,6,True
SYN-CHN-010329,Traffic signal or traffic-control infrastructure issue reported.,12.935999,80.179233,Tambaram Radial Road,Traffic Signal,MEDIUM,41,PENDING,Traffic Police / Traffic Engineering Department,4,0,True
SYN-CHN-011577,Damaged road surface reported along a frequently used road.,13.17144,80.201747,Red Hills Road,Road Damage,LOW,18,PENDING,Roads & Highways Department,2,12,True
SYN-CHN-000767,Streetlight reported as non-functional near a public road segment.,12.874691,80.233277,OMR,Streetlight,HIGH,68,ASSIGNED,Electrical / Street Lighting Department,3,8,True
SYN-CHN-003783,Damaged road surface reported along a frequently used road.,13.067967,80.166339,Poonamallee High Road,Road Damage,MEDIUM,58,IN_PROGRESS,Roads & Highways Department,38,6,True
SYN-CHN-007078,Streetlight reported as non-functional near a public road segment.,13.098328,80.219463,Perambur High Road,Streetlight,MEDIUM,51,RESOLVED,Electrical / Street Lighting Department,6,11,True
SYN-CHN-001145,Drainage obstruction or drainage-related civic issue reported.,12.981101,80.27124,ECR,Drainage,LOW,34,IN_PROGRESS,Storm Water Drainage Department,12,7,True
SYN-CHN-011635,Pothole reported on the roadway.,13.183886,80.20879,Red Hills Road,Pothole,MEDIUM,41,PENDING,Roads & Highways Department,5,7,True
SYN-CHN-002511,Traffic signal or traffic-control infrastructure issue reported.,12.988296,80.136875,Mount Poonamallee Road,Traffic Signal,HIGH,63,PENDING,Traffic Police / Traffic Engineering Department,9,3,True
SYN-CHN-010149,Pothole reported on the roadway.,12.949708,80.201189,Medavakkam Main Road,Pothole,MEDIUM,55,RESOLVED,Roads & Highways Department,8,3,True
SYN-CHN-002274,Garbage accumulation reported in a public area.,12.988016,80.187202,GST Road,Garbage,LOW,39,PENDING,Solid Waste Management Department,10,7,True
SYN-CHN-002861,Damaged or deteriorated public infrastructure reported.,13.019045,80.171155,Mount Poonamallee Road,Public Infrastructure,MEDIUM,52,PENDING,Municipal Engineering Department,29,9,True
SYN-CHN-009301,Drainage obstruction or drainage-related civic issue reported.,12.983606,80.21352,Velachery Main Road,Drainage,MEDIUM,40,ASSIGNED,Storm Water Drainage Department,7,0,True
SYN-CHN-012658,Garbage accumulation reported in a public area.,12.822464,80.163474,Chennai synthetic background,Garbage,MEDIUM,42,PENDING,Solid Waste Management Department,42,13,True
SYN-CHN-004865,Pothole reported on the roadway.,13.04829,80.221021,Inner Ring Road,Pothole,MEDIUM,43,PENDING,Roads & Highways Department,10,9,True
SYN-CHN-013817,Pothole reported on the roadway.,12.875518,80.109536,Chennai synthetic background,Pothole,LOW,32,IN_PROGRESS,Roads & Highways Department,11,9,True
SYN-CHN-010472,Damaged or deteriorated public infrastructure reported.,12.906335,80.148735,Tambaram Radial Road,Public Infrastructure,LOW,30,PENDING,Municipal Engineering Department,15,2,True
SYN-CHN-006067,Damaged road surface reported along a frequently used road.,13.072703,80.216006,100 Feet Road,Road Damage,MEDIUM,52,PENDING,Roads & Highways Department,20,2,True
SYN-CHN-009719,Drainage obstruction or drainage-related civic issue reported.,12.953028,80.198651,Medavakkam Main Road,Drainage,LOW,36,RESOLVED,Storm Water Drainage Department,9,10,True
SYN-CHN-004925,Water supply disruption reported by residents.,13.04787,80.221725,Inner Ring Road,Water Supply,HIGH,71,ASSIGNED,Water Supply Department,12,13,True
SYN-CHN-004533,Damaged road surface reported along a frequently used road.,13.044648,80.247088,Anna Salai,Road Damage,MEDIUM,40,RESOLVED,Roads & Highways Department,17,1,True
SYN-CHN-006956,Damaged road surface reported along a frequently used road.,13.031873,80.180416,Jawaharlal Nehru Road,Road Damage,MEDIUM,44,PENDING,Roads & Highways Department,29,5,True
SYN-CHN-001673,Pothole reported on the roadway.,12.901036,80.171591,GST Road,Pothole,MEDIUM,47,PENDING,Roads & Highways Department,10,4,True
SYN-CHN-010912,Damaged road surface reported along a frequently used road.,13.112701,80.171931,Ambattur Industrial Corridor,Road Damage,MEDIUM,58,ASSIGNED,Roads & Highways Department,10,6,True
SYN-CHN-006187,Waterlogging or flooding reported after heavy rainfall.,13.082027,80.220834,100 Feet Road,Flooding,MEDIUM,54,IN_PROGRESS,Storm Water Drainage Department,8,6,True
SYN-CHN-011432,Damaged or deteriorated public infrastructure reported.,13.166464,80.199987,Red Hills Road,Public Infrastructure,LOW,39,PENDING,Municipal Engineering Department,18,3,True
SYN-CHN-004056,Water supply disruption reported by residents.,13.018958,80.216122,Anna Salai,Water Supply,HIGH,61,RESOLVED,Water Supply Department,19,7,True
SYN-CHN-009863,Damaged road surface reported along a frequently used road.,12.940522,80.204181,Medavakkam Main Road,Road Damage,MEDIUM,55,PENDING,Roads & Highways Department,7,14,True
SYN-CHN-001809,Pothole reported on the roadway.,12.932782,80.178606,GST Road,Pothole,MEDIUM,46,RESOLVED,Roads & Highways Department,12,2,True
SYN-CHN-002276,Streetlight reported as non-functional near a public road segment.,12.848813,80.156392,GST Road,Streetlight,HIGH,72,RESOLVED,Electrical / Street Lighting Department,1,10,True
SYN-CHN-003762,Damaged or deteriorated public infrastructure reported.,13.081429,80.215592,Poonamallee High Road,Public Infrastructure,HIGH,60,RESOLVED,Municipal Engineering Department,17,0,True
SYN-CHN-006352,Potential electrical infrastructure hazard reported.,13.050082,80.20139,100 Feet Road,Electrical Hazard,CRITICAL,89,ASSIGNED,Electrical / Street Lighting Department,17,5,True
SYN-CHN-010047,Pothole reported on the roadway.,12.945058,80.200692,Medavakkam Main Road,Pothole,LOW,34,RESOLVED,Roads & Highways Department,15,2,True
SYN-CHN-009384,Pothole reported on the roadway.,12.972941,80.211446,Velachery Main Road,Pothole,MEDIUM,55,PENDING,Roads & Highways Department,12,2,True
SYN-CHN-011233,Damaged road surface reported along a frequently used road.,13.130073,80.197547,Ambattur Industrial Corridor,Road Damage,LOW,29,ASSIGNED,Roads & Highways Department,18,12,True
SYN-CHN-002046,Damaged road surface reported along a frequently used road.,12.870031,80.165416,GST Road,Road Damage,HIGH,70,PENDING,Roads & Highways Department,9,4,True
SYN-CHN-008835,Damaged road surface reported along a frequently used road.,13.144719,80.31157,East Coast Corridor,Road Damage,MEDIUM,53,RESOLVED,Roads & Highways Department,13,14,True
SYN-CHN-007051,Streetlight reported as non-functional near a public road segment.,13.104249,80.229941,Perambur High Road,Streetlight,HIGH,70,IN_PROGRESS,Electrical / Street Lighting Department,8,5,True
SYN-CHN-005114,Damaged or deteriorated public infrastructure reported.,12.978293,80.203449,Inner Ring Road,Public Infrastructure,LOW,25,RESOLVED,Municipal Engineering Department,4,2,True
SYN-CHN-001296,Drainage obstruction or drainage-related civic issue reported.,12.974643,80.271231,ECR,Drainage,LOW,35,PENDING,Storm Water Drainage Department,37,2,True
SYN-CHN-008015,Damaged or deteriorated public infrastructure reported.,13.108103,80.236029,Madhavaram High Road,Public Infrastructure,MEDIUM,45,IN_PROGRESS,Municipal Engineering Department,21,0,True
SYN-CHN-004688,Drainage obstruction or drainage-related civic issue reported.,13.060601,80.261018,Anna Salai,Drainage,HIGH,64,IN_PROGRESS,Storm Water Drainage Department,14,14,True
SYN-CHN-003953,Waterlogging or flooding reported after heavy rainfall.,13.061182,80.260027,Anna Salai,Flooding,MEDIUM,47,ASSIGNED,Storm Water Drainage Department,11,8,True
SYN-CHN-010055,Pothole reported on the roadway.,12.951852,80.200516,Medavakkam Main Road,Pothole,LOW,28,PENDING,Roads & Highways Department,20,5,True
SYN-CHN-004318,Damaged or deteriorated public infrastructure reported.,13.043723,80.247154,Anna Salai,Public Infrastructure,LOW,31,PENDING,Municipal Engineering Department,8,14,True
SYN-CHN-009550,Streetlight reported as non-functional near a public road segment.,12.97535,80.214978,Velachery Main Road,Streetlight,LOW,38,ASSIGNED,Electrical / Street Lighting Department,7,2,True
SYN-CHN-000445,Potential electrical infrastructure hazard reported.,12.886846,80.239032,OMR,Electrical Hazard,HIGH,65,RESOLVED,Electrical / Street Lighting Department,5,9,True
SYN-CHN-005520,Damaged road surface reported along a frequently used road.,13.032504,80.209583,Inner Ring Road,Road Damage,MEDIUM,56,RESOLVED,Roads & Highways Department,5,5,True
SYN-CHN-000859,Drainage obstruction or drainage-related civic issue reported.,12.905596,80.24137,OMR,Drainage,MEDIUM,44,RESOLVED,Storm Water Drainage Department,71,13,True
SYN-CHN-004440,Damaged road surface reported along a frequently used road.,13.006103,80.207498,Anna Salai,Road Damage,HIGH,68,PENDING,Roads & Highways Department,4,2,True
SYN-CHN-005322,Streetlight reported as non-functional near a public road segment.,12.999012,80.204243,Inner Ring Road,Streetlight,HIGH,66,IN_PROGRESS,Electrical / Street Lighting Department,3,7,True
SYN-CHN-000842,Streetlight reported as non-functional near a public road segment.,12.982826,80.242194,OMR,Streetlight,CRITICAL,84,RESOLVED,Electrical / Street Lighting Department,7,12,True
SYN-CHN-009404,Potential electrical infrastructure hazard reported.,12.971889,80.209671,Velachery Main Road,Electrical Hazard,HIGH,68,IN_PROGRESS,Electrical / Street Lighting Department,6,9,True
SYN-CHN-006336,Drainage obstruction or drainage-related civic issue reported.,13.035953,80.197286,100 Feet Road,Drainage,MEDIUM,45,PENDING,Storm Water Drainage Department,42,12,True
SYN-CHN-008012,Streetlight reported as non-functional near a public road segment.,13.157935,80.249547,Madhavaram High Road,Streetlight,CRITICAL,95,ASSIGNED,Electrical / Street Lighting Department,18,4,True
SYN-CHN-010985,Water supply disruption reported by residents.,13.116412,80.180462,Ambattur Industrial Corridor,Water Supply,MEDIUM,41,ASSIGNED,Water Supply Department,10,9,True
SYN-CHN-000995,Pothole reported on the roadway.,12.890384,80.262839,ECR,Pothole,LOW,30,PENDING,Roads & Highways Department,6,14,True
SYN-CHN-006559,Garbage accumulation reported in a public area.,13.054108,80.186235,Jawaharlal Nehru Road,Garbage,LOW,22,IN_PROGRESS,Solid Waste Management Department,3,14,True
SYN-CHN-011629,Drainage obstruction or drainage-related civic issue reported.,13.176539,80.203737,Red Hills Road,Drainage,LOW,22,ASSIGNED,Storm Water Drainage Department,4,13,True
SYN-CHN-001555,Water supply disruption reported by residents.,12.880152,80.167533,GST Road,Water Supply,HIGH,64,RESOLVED,Water Supply Department,8,13,True
SYN-CHN-001974,Damaged road surface reported along a frequently used road.,12.843075,80.153752,GST Road,Road Damage,MEDIUM,50,PENDING,Roads & Highways Department,3,9,True
